geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Arizona,Firm Receipt Amount,"$500,000 to $999,999",Black,917,139
state,West Virginia,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Hawaii,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Massachusetts,Firm Receipt Amount,"$500,000 to $999,999",Black,2321,280
state,Pennsylvania,Firm Receipt Amount,"$500,000 to $999,999",Black,3494,556
state,Montana,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Alabama,Firm Receipt Amount,"$500,000 to $999,999",Black,5559,462
state,New York,Firm Receipt Amount,"$500,000 to $999,999",Black,6629,1755
state,Ohio,Firm Receipt Amount,"$500,000 to $999,999",Black,5277,516
state,Idaho,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,New Mexico,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$500,000 to $999,999",Black,14,4
state,New Jersey,Firm Receipt Amount,"$500,000 to $999,999",Black,4176,619
state,Mississippi,Firm Receipt Amount,"$500,000 to $999,999",Black,4947,400
state,Louisiana,Firm Receipt Amount,"$500,000 to $999,999",Black,5858,586
state,Rhode Island,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
national,United States,Firm Receipt Amount,"$500,000 to $999,999",Black,167316,23288
state,North Carolina,Firm Receipt Amount,"$500,000 to $999,999",Black,13688,1258
state,Tennessee,Firm Receipt Amount,"$500,000 to $999,999",Black,2716,474
state,Oklahoma,Firm Receipt Amount,"$500,000 to $999,999",Black,2097,222
state,Delaware,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$500,000 to $999,999",Black,1839,300
state,Illinois,Firm Receipt Amount,"$500,000 to $999,999",Black,5128,848
state,Missouri,Firm Receipt Amount,"$500,000 to $999,999",Black,3899,266
state,Arkansas,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Alaska,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Kansas,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Michigan,Firm Receipt Amount,"$500,000 to $999,999",Black,3193,538
state,Maryland,Firm Receipt Amount,"$500,000 to $999,999",Black,7925,1125
state,Connecticut,Firm Receipt Amount,"$500,000 to $999,999",Black,1189,168
state,Indiana,Firm Receipt Amount,"$500,000 to $999,999",Black,2551,288
state,California,Firm Receipt Amount,"$500,000 to $999,999",Black,8153,2242
state,Washington,Firm Receipt Amount,"$500,000 to $999,999",Black,911,283
state,Virginia,Firm Receipt Amount,"$500,000 to $999,999",Black,10911,1019
state,Oregon,Firm Receipt Amount,"$500,000 to $999,999",Black,712,179
state,Minnesota,Firm Receipt Amount,"$500,000 to $999,999",Black,3569,320
state,Missouri,Firm Size,Firms with no employees,Black,0,0
national,United States,Firm Size,Firms with no employees,Black,0,23947
state,Nevada,Firm Size,Firms with no employees,Black,0,140
state,Kansas,Firm Size,Firms with no employees,Black,0,81
state,Louisiana,Firm Size,Firms with no employees,Black,0,455
state,Illinois,Firm Size,Firms with no employees,Black,0,1010
state,South Carolina,Firm Size,Firms with no employees,Black,0,466
state,South Dakota,Firm Size,Firms with no employees,Black,0,16
state,Texas,Firm Size,Firms with no employees,Black,0,1266
state,Oregon,Firm Size,Firms with no employees,Black,0,133
state,Mississippi,Firm Size,Firms with no employees,Black,0,301
state,Virginia,Firm Size,Firms with no employees,Black,0,774
state,Utah,Firm Size,Firms with no employees,Black,0,27
state,Tennessee,Firm Size,Firms with no employees,Black,0,388
state,Vermont,Firm Size,Firms with no employees,Black,0,6
state,Minnesota,Firm Size,Firms with no employees,Black,0,261
state,Florida,Firm Size,Firms with no employees,Black,0,2535
state,Indiana,Firm Size,Firms with no employees,Black,0,208
state,Delaware,Firm Size,Firms with no employees,Black,0,0
state,Maine,Firm Size,Firms with no employees,Black,0,24
state,Connecticut,Firm Size,Firms with no employees,Black,0,234
state,Rhode Island,Firm Size,Firms with no employees,Black,0,52
state,New Jersey,Firm Size,Firms with no employees,Black,0,618
state,Hawaii,Firm Size,Firms with no employees,Black,0,0
state,Massachusetts,Firm Size,Firms with no employees,Black,0,320
state,Arkansas,Firm Size,Firms with no employees,Black,0,134
state,Montana,Firm Size,Firms with no employees,Black,0,6
state,Alaska,Firm Size,Firms with no employees,Black,0,34
state,Alabama,Firm Size,Firms with no employees,Black,0,0
state,Colorado,Firm Size,Firms with no employees,Black,0,225
state,North Carolina,Firm Size,Firms with no employees,Black,0,901
state,New York,Firm Size,Firms with no employees,Black,0,2162
state,West Virginia,Firm Size,Firms with no employees,Black,0,16
state,Kentucky,Firm Size,Firms with no employees,Black,0,67
state,Ohio,Firm Size,Firms with no employees,Black,0,598
state,California,Firm Size,Firms with no employees,Black,0,3054
state,Idaho,Firm Size,Firms with no employees,Black,0,44
state,New Hampshire,Firm Size,Firms with no employees,Black,0,22
state,Wisconsin,Firm Size,Firms with no employees,Black,0,0
state,North Dakota,Firm Size,Firms with no employees,Black,0,7
state,Maryland,Firm Size,Firms with no employees,Black,0,0
state,Pennsylvania,Firm Size,Firms with no employees,Black,0,608
state,Georgia,Firm Size,Firms with no employees,Black,0,0
state,Nebraska,Firm Size,Firms with no employees,Black,0,18
state,Michigan,Firm Size,Firms with no employees,Black,0,652
state,Iowa,Firm Size,Firms with no employees,Black,0,38
state,District of Columbia,Firm Size,Firms with no employees,Black,0,232
state,Washington,Firm Size,Firms with no employees,Black,0,0
state,Oklahoma,Firm Size,Firms with no employees,Black,0,132
state,Arizona,Firm Size,Firms with no employees,Black,0,182
state,New Mexico,Firm Size,Firms with no employees,Black,0,41
state,Wyoming,Firm Size,Firms with no employees,Black,0,35
state,Vermont,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,District of Columbia,Firm Size,Firms with 1 to 4 employees,Black,1860,860
state,Idaho,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Pennsylvania,Firm Size,Firms with 1 to 4 employees,Black,3594,1915
state,Oregon,Firm Size,Firms with 1 to 4 employees,Black,835,419
state,Missouri,Firm Size,Firms with 1 to 4 employees,Black,4133,2951
state,Kentucky,Firm Size,Firms with 1 to 4 employees,Black,1100,458
state,Nevada,Firm Size,Firms with 1 to 4 employees,Black,1275,611
state,Maine,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Tennessee,Firm Size,Firms with 1 to 4 employees,Black,2222,1088
state,New Jersey,Firm Size,Firms with 1 to 4 employees,Black,3576,1962
state,Kansas,Firm Size,Firms with 1 to 4 employees,Black,639,308
state,California,Firm Size,Firms with 1 to 4 employees,Black,13895,7354
state,Wyoming,Firm Size,Firms with 1 to 4 employees,Black,63,31
state,South Dakota,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Texas,Firm Size,Firms with 1 to 4 employees,Black,12583,6405
state,West Virginia,Firm Size,Firms with 1 to 4 employees,Black,88,46
state,Michigan,Firm Size,Firms with 1 to 4 employees,Black,2822,1371
state,North Dakota,Firm Size,Firms with 1 to 4 employees,Black,0,0
national,United States,Firm Size,Firms with 1 to 4 employees,Black,147842,78604
state,Minnesota,Firm Size,Firms with 1 to 4 employees,Black,1217,695
state,New Mexico,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Nebraska,Firm Size,Firms with 1 to 4 employees,Black,266,161
state,Mississippi,Firm Size,Firms with 1 to 4 employees,Black,1692,868
state,Alaska,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Georgia,Firm Size,Firms with 1 to 4 employees,Black,13244,7181
state,Massachusetts,Firm Size,Firms with 1 to 4 employees,Black,1446,828
state,Montana,Firm Size,Firms with 1 to 4 employees,Black,23,14
state,North Carolina,Firm Size,Firms with 1 to 4 employees,Black,7455,3758
state,Rhode Island,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Washington,Firm Size,Firms with 1 to 4 employees,Black,2937,1313
state,Illinois,Firm Size,Firms with 1 to 4 employees,Black,5336,2840
state,Arizona,Firm Size,Firms with 1 to 4 employees,Black,1384,833
state,Colorado,Firm Size,Firms with 1 to 4 employees,Black,1554,776
state,Ohio,Firm Size,Firms with 1 to 4 employees,Black,2527,1417
state,Indiana,Firm Size,Firms with 1 to 4 employees,Black,1636,879
state,Florida,Firm Size,Firms with 1 to 4 employees,Black,17795,9824
state,Hawaii,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Delaware,Firm Size,Firms with 1 to 4 employees,Black,760,553
state,South Carolina,Firm Size,Firms with 1 to 4 employees,Black,3763,1890
state,Arkansas,Firm Size,Firms with 1 to 4 employees,Black,1019,530
state,Alabama,Firm Size,Firms with 1 to 4 employees,Black,2601,1208
state,Virginia,Firm Size,Firms with 1 to 4 employees,Black,5634,2987
state,Utah,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Louisiana,Firm Size,Firms with 1 to 4 employees,Black,2751,1440
state,Iowa,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,New York,Firm Size,Firms with 1 to 4 employees,Black,12207,6345
state,Wisconsin,Firm Size,Firms with 1 to 4 employees,Black,946,515
state,New Hampshire,Firm Size,Firms with 1 to 4 employees,Black,0,0
state,Oklahoma,Firm Size,Firms with 1 to 4 employees,Black,885,547
state,Maryland,Firm Size,Firms with 1 to 4 employees,Black,6425,3689
state,Connecticut,Firm Size,Firms with 1 to 4 employees,Black,1393,641
state,Maine,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Texas,Firm Size,Firms with 5 to 9 employees,Black,13421,1983
state,West Virginia,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,New Jersey,Firm Size,Firms with 5 to 9 employees,Black,3951,631
state,Indiana,Firm Size,Firms with 5 to 9 employees,Black,1880,273
state,California,Firm Size,Firms with 5 to 9 employees,Black,12502,1800
state,North Dakota,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Arkansas,Firm Size,Firms with 5 to 9 employees,Black,755,130
state,Montana,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,New Hampshire,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Wyoming,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Louisiana,Firm Size,Firms with 5 to 9 employees,Black,5027,764
state,Pennsylvania,Firm Size,Firms with 5 to 9 employees,Black,3862,628
state,Kentucky,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Nebraska,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Idaho,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Oklahoma,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Georgia,Firm Size,Firms with 5 to 9 employees,Black,12348,1876
state,Alaska,Firm Size,Firms with 5 to 9 employees,Black,79,16
state,New Mexico,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Michigan,Firm Size,Firms with 5 to 9 employees,Black,5202,787
state,Colorado,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Alabama,Firm Size,Firms with 5 to 9 employees,Black,2390,364
state,Maryland,Firm Size,Firms with 5 to 9 employees,Black,7375,1114
state,South Carolina,Firm Size,Firms with 5 to 9 employees,Black,3087,491
state,Utah,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Arizona,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Washington,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Kansas,Firm Size,Firms with 5 to 9 employees,Black,224,39
national,United States,Firm Size,Firms with 5 to 9 employees,Black,144317,21784
state,Delaware,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Ohio,Firm Size,Firms with 5 to 9 employees,Black,4999,752
state,Rhode Island,Firm Size,Firms with 5 to 9 employees,Black,29,6
state,North Carolina,Firm Size,Firms with 5 to 9 employees,Black,7031,1090
state,District of Columbia,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Nevada,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Minnesota,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Mississippi,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Iowa,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Massachusetts,Firm Size,Firms with 5 to 9 employees,Black,2616,380
state,Florida,Firm Size,Firms with 5 to 9 employees,Black,13478,2039
state,Illinois,Firm Size,Firms with 5 to 9 employees,Black,6027,883
state,Virginia,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Tennessee,Firm Size,Firms with 5 to 9 employees,Black,3756,529
state,Wisconsin,Firm Size,Firms with 5 to 9 employees,Black,639,94
state,Connecticut,Firm Size,Firms with 5 to 9 employees,Black,1723,270
state,Missouri,Firm Size,Firms with 5 to 9 employees,Black,1727,270
state,Hawaii,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Vermont,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,Oregon,Firm Size,Firms with 5 to 9 employees,Black,0,0
state,New York,Firm Size,Firms with 5 to 9 employees,Black,8157,1316
state,Missouri,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,New Jersey,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Tennessee,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,West Virginia,Firm Size,Firms with 10 to 19 employees,Black,781,54
state,Montana,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Alabama,Firm Size,Firms with 10 to 19 employees,Black,3373,248
state,Massachusetts,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Nevada,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Connecticut,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Kansas,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Georgia,Firm Size,Firms with 10 to 19 employees,Black,15851,1267
state,South Carolina,Firm Size,Firms with 10 to 19 employees,Black,2237,154
state,Minnesota,Firm Size,Firms with 10 to 19 employees,Black,5282,418
state,Rhode Island,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Delaware,Firm Size,Firms with 10 to 19 employees,Black,57,5
state,Virginia,Firm Size,Firms with 10 to 19 employees,Black,6140,464
state,Wisconsin,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Wyoming,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Hawaii,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,North Dakota,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Florida,Firm Size,Firms with 10 to 19 employees,Black,12144,944
state,Maryland,Firm Size,Firms with 10 to 19 employees,Black,11898,910
state,Alaska,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Oregon,Firm Size,Firms with 10 to 19 employees,Black,32,2
state,Pennsylvania,Firm Size,Firms with 10 to 19 employees,Black,3698,318
state,Utah,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Mississippi,Firm Size,Firms with 10 to 19 employees,Black,4545,352
state,Arkansas,Firm Size,Firms with 10 to 19 employees,Black,0,0
national,United States,Firm Size,Firms with 10 to 19 employees,Black,169528,12850
state,Idaho,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Indiana,Firm Size,Firms with 10 to 19 employees,Black,3498,268
state,North Carolina,Firm Size,Firms with 10 to 19 employees,Black,13735,1053
state,Maine,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Arizona,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Nebraska,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Oklahoma,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,New York,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,District of Columbia,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Washington,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Kentucky,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Illinois,Firm Size,Firms with 10 to 19 employees,Black,7490,577
state,Louisiana,Firm Size,Firms with 10 to 19 employees,Black,5202,346
state,New Hampshire,Firm Size,Firms with 10 to 19 employees,Black,181,15
state,New Mexico,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Texas,Firm Size,Firms with 10 to 19 employees,Black,12852,969
state,Iowa,Firm Size,Firms with 10 to 19 employees,Black,208,15
state,Ohio,Firm Size,Firms with 10 to 19 employees,Black,3980,296
state,Colorado,Firm Size,Firms with 10 to 19 employees,Black,0,0
state,Michigan,Firm Size,Firms with 10 to 19 employees,Black,3902,301
state,California,Firm Size,Firms with 10 to 19 employees,Black,8590,646
state,Mississippi,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Nebraska,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,South Carolina,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Virginia,Firm Size,Firms with 20 to 49 employees,Black,15701,489
state,Alaska,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Louisiana,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Michigan,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Georgia,Firm Size,Firms with 20 to 49 employees,Black,24316,746
state,District of Columbia,Firm Size,Firms with 20 to 49 employees,Black,2882,92
state,Florida,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Nevada,Firm Size,Firms with 20 to 49 employees,Black,122,4
state,Montana,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Maine,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Massachusetts,Firm Size,Firms with 20 to 49 employees,Black,1576,50
state,Washington,Firm Size,Firms with 20 to 49 employees,Black,758,27
state,Rhode Island,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Iowa,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,New Jersey,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Alabama,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Oklahoma,Firm Size,Firms with 20 to 49 employees,Black,0,0
national,United States,Firm Size,Firms with 20 to 49 employees,Black,232483,7384
state,Utah,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,New Mexico,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Minnesota,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Oregon,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Kentucky,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,South Dakota,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Ohio,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Pennsylvania,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Wisconsin,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,New York,Firm Size,Firms with 20 to 49 employees,Black,11795,375
state,California,Firm Size,Firms with 20 to 49 employees,Black,15829,550
state,New Hampshire,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Hawaii,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Illinois,Firm Size,Firms with 20 to 49 employees,Black,5803,159
state,Texas,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Maryland,Firm Size,Firms with 20 to 49 employees,Black,8017,258
state,Kansas,Firm Size,Firms with 20 to 49 employees,Black,193,5
state,Arizona,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Arkansas,Firm Size,Firms with 20 to 49 employees,Black,0,0
state,Colorado,Firm Size,Firms with 20 to 49 employees,Black,0,0
